Crop,Question,Answer
,what natural method can I use to control cassava mosaic,Control of whiteflies by integrated pest management or use of natural enemies
,How many times should I spray my maize,Depends on what you are spraying
,how can I control weeds in my maize,Use herbicides 
,How many months does cassava plant finish in the garden,12 months 
,when should I plant my maize seeds,At beginning of rainy season
,what can I use for storing my y,Not clear
,what is over grazing in the garden,When many animals are stocked on same piece of land 
,What is biotic causes of cassava disease?,Viruses and bacteria
,name the materials needed for seed germination,Nutrient and good conditions 
,How can I control 🐀 from eating my cassava,Not clear
,At what stage of maize growth should I apply the fertilizer?,At planting time 
,which variety is highly yielding ,Not clear
,What makes cassava to yield very many root tuber but small,Mainly poor environmental factors like drought
,what makes my maize to dry up before harvesting time,Attack by pests 
,What can I use to carry manure to My cassava garden,Wheel barrow
,What causes grey spots on cassava leaves?,Cassava bacterial blight
,what are the examples of weeds in cassava crops.,Couch grass
,What weakens cassava stem,Diseases especially CMD
,why do always my beans flowers shied during heavy rainy season,Attack by pests and a lot of moisture
,what causes stunted ness in my maize plant,Low or poor fertility
,how should I apply fertilizer into the maize,NPK/Urea
,What makes cassava stem cutting nodes rot,Bacterial attack
,cassava,Not clear
,What is the difference between fertilizer and manure.,One is artificial one is from natural sources 
,What are dangers of spraying cassava with chemical pesticide,It may affect humans 
,why is my maize not yielding well,Bad variety or poor soil fertility
,how can I control white fly in my cassava garden,Spray them or use resistant varieties 
,what makes my maize bat to turn purple?,Maize lethal necrosis disease
,which maize variety is drought resistant,WEMA varieties 
,What is the characteristic of sandy soil?,Loose particles and poor water retention
,What causes white flies in cassava garden?,They lay eggs and hatch new whiteflies 
,is there any chemical I can use to store after harvesting,Phosphine
,What is timely weeding?,Removal of unwanted plants from garden
,what should I do to make my cassava grow well,Practice good agronomic practices 
,what are the steps involved in soil preparation?,Removal of stumps followed by 1st and second ploughing
,what is the different between fertilizer and manure.,Manure is all-natural animal droppings while fertilizer may be natural but may also have chemicals and other unknown substances added to it
,what is solution to that disease?,Which one
,How can I control weeds in my maize garden,Use herbicides 
,what is optimum temperature we can set for growing seeds like beans.,about 25-30 cm
,how can green mite disease affect cassava root,It reduces the size and weight of root hence yield 
,how can I apply the fertilizer in my cassava garden,By broadcasting or applying near the plant
,which variety of maize. high yielding,Improved varieties 
,When should I apply fertilizer in my cassava garden,Immediately after planting or around planting time 
,What are merits of crop rotation,Improved crop yields 
,what makes other cassava leaves to become yellow in color,Drought or cassava brown streak
,which bean varieties are tolerant to bean disease ,NAROBEANS
,how many times should I spray my t,Depends on what you are spraying
,how does cassava mosaic affect cassava leaves?,It makes them coiled and not able to manufacture food
,what are the agents of pollination?,"Insects, water, air, wind"
,How does insects affect maize from the garden?,They reduce yield
,what are factors that affect maize growing,Poor growing conditions 
,how to manage harvested beans,Dry them properly
,How long should I keep my maize in store,At least up to 6 months 
,what direction should cassava stems be laid into the pit,Nodes should face up
,which type of pesticide should I apply to control pests in my garden,Depends on what you are spraying
,How does cassava diseases spread?,Via poor planting material or by whiteflies 
,what makes cassava to have a lot of starch,Because that is what it stores only in the root
,what causes pod rotting in beans,Fungal diseases mainly
,how many stems of cassava can I plant in one pit,1 stem 
,which beans variety is tolerance to bean disease,NAROBEANS
,What is the various methods of Land cleaning?,Not clear
,does cassava leaves have cyanide?,Yes
,how does NAROCASS 1 look like,Light green stems 
,what makes a farmer apply phosphate  fertilizer to maize crops?,To increase yield
,What are the ways in which I a famer should minimize the effects of drought on crops?,Use irrigation
,What is bean rust?,A fungal disease 
,what is the importance of proper spacing of cassava?,It improves the yields 
,how can I get healthy maize for planting,Contact your district commercial officer  or NARO
,what is Re_afforestration,Replanting trees in an area
,how long does longe 3 take to mature,3.5 months 
,what is cmd in full,Cassava mosaic disease 
,what can I use for drying my maize,A cool dry place or store 
,what is the gestation period of maize,About 120 days
,where can I get knapsack sprayer,Buy from local supplier of agric implements 
,What causes spider on maize garden,They come from environment
,what is the cause of poor yields in maize,Low soil fertility
,which chemical equipment should I use when dealing with chemicals,Right PPE can be got from different stores 
,What is the advantage of growing Maize?,It provides calories 
,How would a control bean weevils,Use insecticides 
,How can a farmer control pest and disease in maize?,Use resistant varieties 
,how can I control stringer in my maize leaves,Use resistant varieties 
,what causes flowers to off in my beans,Attack by pests and a lot of moisture
,what made cassava to begin routing before mature,Poor growing conditions 
,what mates my beans to rot from its roots,Root rot disease 
,when should I harvest my maize?,When it has dried to about 20% Moisture 
,What cassava green mite,A pest that attacks cassava leaves and defoliates it
,How many times should I weed beans?,Two times  that is a month after germination and before flowering
,what makes maize leave white when germinating,Lack of chlorophyll in the leaf
,how many times should I weed my cassava ,Twice
